Accession	Coverage	Count_Good	Count_Raw
CP047911.1	225	69	69
CP047912.1	225	62	62
CP047913.1	225	66	66
CP047914.1	225	64	64
CP047915.1	225	870	870
CP047902.1	226	68	68
CP047903.1	226	102	102
CP047904.1	226	48	48
CP047905.1	226	46	46
CP047906.1	226	77	77
CP047907.1	226	58	58
CP047908.1	226	61	61
CP047909.1	226	88	88
CP047910.1	226	16	16
CP047911.1	226	58	58
CP047912.1	226	64	64
CP047913.1	226	56	56
CP047914.1	226	75	75
CP047915.1	226	977	977
CP047902.1	227	68	68
CP047903.1	227	96	96
CP047904.1	227	38	38
CP047905.1	227	62	62
CP047906.1	227	73	73
CP047907.1	227	57	57
CP047908.1	227	70	70
CP047909.1	227	94	94
CP047910.1	227	10	10
CP047911.1	227	75	75
CP047912.1	227	62	62
CP047913.1	227	75	75
CP047914.1	227	94	94
CP047915.1	227	944	944
CP047902.1	228	60	60
CP047903.1	228	87	87
CP047904.1	228	38	38
CP047905.1	228	64	64
CP047906.1	228	66	66
CP047907.1	228	86	86
CP047908.1	228	61	61
CP047909.1	228	102	102
CP047910.1	228	16	16
CP047911.1	228	58	58
CP047912.1	228	61	61
CP047913.1	228	75	75
CP047914.1	228	79	79
CP047915.1	228	1011	1011
CP047902.1	229	60	60
CP047903.1	229	81	81
CP047904.1	229	33	33
CP047905.1	229	68	68
CP047906.1	229	62	62
CP047907.1	229	60	60
CP047908.1	229	57	57
CP047909.1	229	101	101
CP047910.1	229	23	23
CP047911.1	229	52	52
CP047912.1	229	45	45
CP047913.1	229	60	60
CP047914.1	229	103	103
CP047915.1	229	1058	1058
CP047902.1	23	281	281
CP047903.1	23	144	144
CP047904.1	23	414	414
CP047905.1	23	624	624
CP047906.1	23	198	198
CP047907.1	23	244	244
CP047908.1	23	521	521
CP047909.1	23	349	349
CP047910.1	23	296	296
CP047911.1	23	248	248
CP047912.1	23	383	383
CP047913.1	23	88	88
CP047914.1	23	255	255
CP047915.1	23	353	353
CP047902.1	230	37	37
CP047903.1	230	73	73
CP047904.1	230	41	41
CP047905.1	230	66	66
CP047906.1	230	83	83
CP047907.1	230	69	69
CP047908.1	230	60	60
CP047909.1	230	106	106
CP047910.1	230	15	15
CP047911.1	230	51	51
CP047912.1	230	49	49
CP047913.1	230	65	65
CP047914.1	230	82	82
CP047915.1	230	1142	1142
CP047902.1	231	58	58
CP047903.1	231	96	96
CP047904.1	231	47	47
CP047905.1	231	67	67
CP047906.1	231	68	68
CP047907.1	231	66	66
CP047908.1	231	45	45
CP047909.1	231	86	86
CP047910.1	231	14	14
CP047911.1	231	48	48
CP047912.1	231	64	64
CP047913.1	231	60	60
CP047914.1	231	70	70
CP047915.1	231	1254	1254
CP047902.1	232	60	60
CP047903.1	232	103	103
CP047904.1	232	39	39
CP047905.1	232	52	52
CP047906.1	232	95	95
CP047907.1	232	43	43
CP047908.1	232	64	64
CP047909.1	232	87	87
CP047910.1	232	15	15
CP047911.1	232	38	38
CP047912.1	232	43	43
CP047913.1	232	63	63
CP047914.1	232	87	87
CP047915.1	232	1265	1265
CP047902.1	233	51	51
CP047903.1	233	105	105
CP047904.1	233	34	34
CP047905.1	233	62	62
CP047906.1	233	89	89
CP047907.1	233	66	66
CP047908.1	233	39	39
CP047909.1	233	99	99
CP047910.1	233	11	11
CP047911.1	233	54	54
CP047912.1	233	53	53
CP047913.1	233	61	61
CP047914.1	233	103	103
CP047915.1	233	1412	1412
CP047902.1	234	61	61
CP047903.1	234	109	109
CP047904.1	234	41	41
CP047905.1	234	51	51
CP047906.1	234	68	68
CP047907.1	234	62	62
CP047908.1	234	55	55
CP047909.1	234	90	90
CP047910.1	234	14	14
CP047911.1	234	52	52
CP047912.1	234	50	50
CP047913.1	234	69	69
CP047914.1	234	87	87
CP047915.1	234	1461	1461
CP047902.1	235	43	43
CP047903.1	235	109	109
CP047904.1	235	42	42
CP047905.1	235	50	50
CP047906.1	235	74	74
CP047907.1	235	82	82
CP047908.1	235	45	45
CP047909.1	235	98	98
CP047910.1	235	12	12
CP047911.1	235	60	60
CP047912.1	235	40	40
CP047913.1	235	36	36
CP047914.1	235	92	92
CP047915.1	235	1548	1548
CP047902.1	236	47	47
CP047903.1	236	122	122
CP047904.1	236	41	41
CP047905.1	236	47	47
CP047906.1	236	81	81
CP047907.1	236	59	59
CP047908.1	236	43	43
CP047909.1	236	104	104
CP047910.1	236	13	13
CP047911.1	236	55	55
CP047912.1	236	53	53
CP047913.1	236	69	69
CP047914.1	236	97	97
CP047915.1	236	1627	1627
CP047902.1	237	47	47
CP047903.1	237	128	128
CP047904.1	237	30	30
CP047905.1	237	52	52
CP047906.1	237	64	64
CP047907.1	237	64	64
CP047908.1	237	42	42
CP047909.1	237	106	106
CP047910.1	237	15	15
CP047911.1	237	47	47
CP047912.1	237	69	69
CP047913.1	237	58	58
CP047914.1	237	100	100
CP047915.1	237	1741	1741
CP047902.1	238	49	49
CP047903.1	238	101	101
CP047904.1	238	30	30
CP047905.1	238	56	56
CP047906.1	238	81	81
CP047907.1	238	65	65
CP047908.1	238	65	65
CP047909.1	238	88	88
CP047910.1	238	15	15
CP047911.1	238	38	38
CP047912.1	238	56	56
CP047913.1	238	51	51
CP047914.1	238	81	81
CP047915.1	238	1809	1809
CP047902.1	239	50	50
CP047903.1	239	114	114
CP047904.1	239	31	31
CP047905.1	239	51	51
CP047906.1	239	38	38
CP047907.1	239	75	75
CP047908.1	239	51	51
CP047909.1	239	80	80
CP047910.1	239	7	7
CP047911.1	239	43	43
CP047912.1	239	69	69
CP047913.1	239	53	53
CP047914.1	239	92	92
CP047915.1	239	1887	1887
CP047902.1	24	473	473
CP047903.1	24	154	154
CP047904.1	24	326	326
CP047905.1	24	568	568
CP047906.1	24	170	170
CP047907.1	24	316	316
CP047908.1	24	361	361
CP047909.1	24	280	280
CP047910.1	24	312	312
CP047911.1	24	325	325
CP047912.1	24	443	443
CP047913.1	24	82	82
CP047914.1	24	301	301
CP047915.1	24	468	468
CP047902.1	240	48	48
CP047903.1	240	132	132
CP047904.1	240	48	48
CP047905.1	240	50	50
CP047906.1	240	29	29
CP047907.1	240	77	77
CP047908.1	240	58	58
CP047909.1	240	85	85
CP047910.1	240	13	13
CP047911.1	240	68	68
CP047912.1	240	61	61
CP047913.1	240	42	42
CP047914.1	240	91	91
CP047915.1	240	1986	1986
CP047902.1	241	59	59
CP047903.1	241	119	119
CP047904.1	241	45	45
CP047905.1	241	32	32
CP047906.1	241	41	41
CP047907.1	241	82	82
CP047908.1	241	56	56
CP047909.1	241	74	74
CP047910.1	241	11	11
CP047911.1	241	41	41
CP047912.1	241	50	50
CP047913.1	241	49	49
CP047914.1	241	89	89
CP047915.1	241	2083	2083
CP047902.1	242	58	58
CP047903.1	242	98	98
CP047904.1	242	41	41
CP047905.1	242	43	43
CP047906.1	242	44	44
CP047907.1	242	71	71
CP047908.1	242	59	59
CP047909.1	242	72	72
CP047910.1	242	12	12
CP047911.1	242	42	42
CP047912.1	242	65	65
CP047913.1	242	41	41
CP047914.1	242	86	86
CP047915.1	242	2057	2057
CP047902.1	243	44	44
CP047903.1	243	102	102
CP047904.1	243	25	25
CP047905.1	243	51	51
CP047906.1	243	43	43
CP047907.1	243	78	78
CP047908.1	243	58	58
CP047909.1	243	72	72
CP047910.1	243	2	2
CP047911.1	243	29	29
CP047912.1	243	56	56
CP047913.1	243	47	47
CP047914.1	243	80	80
CP047915.1	243	2089	2089
CP047902.1	244	66	66
CP047903.1	244	151	151
CP047904.1	244	34	34
CP047905.1	244	29	29
CP047906.1	244	46	46
CP047907.1	244	78	78
CP047908.1	244	49	49
CP047909.1	244	59	59
CP047910.1	244	11	11
CP047911.1	244	35	35
CP047912.1	244	53	53
CP047913.1	244	46	46
CP047914.1	244	89	89
CP047915.1	244	2354	2354
CP047902.1	245	51	51
CP047903.1	245	133	133
CP047904.1	245	34	34
CP047905.1	245	39	39
CP047906.1	245	49	49
CP047907.1	245	71	71
CP047908.1	245	66	66
CP047909.1	245	76	76
CP047910.1	245	11	11
CP047911.1	245	42	42
CP047912.1	245	26	26
CP047913.1	245	37	37
CP047914.1	245	73	73
CP047915.1	245	2463	2463
CP047902.1	246	69	69
CP047903.1	246	133	133
CP047904.1	246	35	35
CP047905.1	246	34	34
CP047906.1	246	54	54
CP047907.1	246	65	65
CP047908.1	246	48	48
CP047909.1	246	55	55
CP047910.1	246	8	8
CP047911.1	246	46	46
CP047912.1	246	35	35
CP047913.1	246	48	48
CP047914.1	246	87	87
CP047915.1	246	2610	2610
CP047902.1	247	57	57
CP047903.1	247	108	108
CP047904.1	247	46	46
CP047905.1	247	32	32
CP047906.1	247	48	48
CP047907.1	247	43	43
CP047908.1	247	50	50
CP047909.1	247	54	54
CP047910.1	247	8	8
CP047911.1	247	40	40
CP047912.1	247	34	34
CP047913.1	247	39	39
CP047914.1	247	58	58
CP047915.1	247	2744	2744
CP047902.1	248	90	90
CP047903.1	248	130	130
CP047904.1	248	51	51
CP047905.1	248	40	40
CP047906.1	248	41	41
CP047907.1	248	50	50
CP047908.1	248	65	65
CP047909.1	248	85	85
CP047910.1	248	7	7
CP047911.1	248	45	45
CP047912.1	248	28	28
CP047913.1	248	58	58
CP047914.1	248	70	70
CP047915.1	248	2924	2924
CP047902.1	249	76	76
CP047903.1	249	128	128
CP047904.1	249	45	45
CP047905.1	249	39	39
CP047906.1	249	46	46
CP047907.1	249	45	45
CP047908.1	249	66	66
CP047909.1	249	75	75
CP047910.1	249	8	8
CP047911.1	249	41	41
CP047912.1	249	20	20
CP047913.1	249	34	34
CP047914.1	249	67	67
CP047915.1	249	2977	2977
CP047902.1	25	507	507
CP047903.1	25	177	177
CP047904.1	25	359	359
CP047905.1	25	522	522
CP047906.1	25	189	189
CP047907.1	25	318	318
CP047908.1	25	393	393
CP047909.1	25	303	303
CP047910.1	25	286	286
CP047911.1	25	264	264
CP047912.1	25	357	357
CP047913.1	25	126	126
CP047914.1	25	245	245
CP047915.1	25	367	367
CP047902.1	250	81	81
CP047903.1	250	99	99
CP047904.1	250	46	46
CP047905.1	250	38	38
CP047906.1	250	59	59
CP047907.1	250	35	35
CP047908.1	250	46	46
CP047909.1	250	80	80
CP047910.1	250	8	8
CP047911.1	250	37	37
CP047912.1	250	24	24
CP047913.1	250	35	35
CP047914.1	250	98	98
CP047915.1	250	3110	3110
CP047902.1	251	79	79
CP047903.1	251	88	88
CP047904.1	251	33	33
CP047905.1	251	52	52
CP047906.1	251	71	71
CP047907.1	251	33	33
CP047908.1	251	63	63
CP047909.1	251	59	59
CP047910.1	251	11	11
CP047911.1	251	39	39
CP047912.1	251	25	25
CP047913.1	251	44	44
CP047914.1	251	101	101
CP047915.1	251	3220	3220
CP047902.1	252	80	80
CP047903.1	252	98	98
CP047904.1	252	36	36
CP047905.1	252	48	48
CP047906.1	252	70	70
CP047907.1	252	33	33
CP047908.1	252	65	65
CP047909.1	252	52	52
CP047910.1	252	11	11
CP047911.1	252	37	37
CP047912.1	252	19	19
CP047913.1	252	43	43
CP047914.1	252	125	125
CP047915.1	252	3212	3212
CP047902.1	253	67	67
CP047903.1	253	95	95
CP047904.1	253	36	36
CP047905.1	253	40	40
CP047906.1	253	63	63
CP047907.1	253	28	28
CP047908.1	253	61	61
CP047909.1	253	52	52
CP047910.1	253	14	14
CP047911.1	253	34	34
CP047912.1	253	19	19
CP047913.1	253	32	32
CP047914.1	253	93	93
CP047915.1	253	3326	3326
CP047902.1	254	77	77
CP047903.1	254	103	103
CP047904.1	254	64	64
CP047905.1	254	45	45
CP047906.1	254	72	72
CP047907.1	254	32	32
CP047908.1	254	58	58
CP047909.1	254	67	67
CP047910.1	254	7	7
CP047911.1	254	42	42
CP047912.1	254	23	23
CP047913.1	254	32	32
CP047914.1	254	97	97
CP047915.1	254	3307	3307
CP047902.1	255	74	74
CP047903.1	255	88	88
CP047904.1	255	60	60
CP047905.1	255	30	30
CP047906.1	255	52	52
CP047907.1	255	40	40
CP047908.1	255	61	61
CP047909.1	255	40	40
CP047910.1	255	9	9
CP047911.1	255	33	33
CP047912.1	255	19	19
CP047913.1	255	34	34
CP047914.1	255	110	110
CP047915.1	255	3330	3330
CP047902.1	256	77	77
CP047903.1	256	106	106
CP047904.1	256	60	60
CP047905.1	256	35	35
CP047906.1	256	62	62
CP047907.1	256	49	49
CP047908.1	256	52	52
CP047909.1	256	45	45
CP047910.1	256	12	12
CP047911.1	256	28	28
CP047912.1	256	20	20
CP047913.1	256	27	27
CP047914.1	256	118	118
CP047915.1	256	3368	3368
CP047902.1	257	61	61
CP047903.1	257	92	92
CP047904.1	257	68	68
CP047905.1	257	36	36
CP047906.1	257	69	69
CP047907.1	257	29	29
CP047908.1	257	56	56
CP047909.1	257	35	35
CP047910.1	257	9	9
CP047911.1	257	36	36
CP047912.1	257	28	28
CP047913.1	257	32	32
CP047914.1	257	132	132
CP047915.1	257	3523	3523
CP047902.1	258	91	91
CP047903.1	258	85	85
CP047904.1	258	65	65
CP047905.1	258	25	25
CP047906.1	258	44	44
CP047907.1	258	39	39
CP047908.1	258	56	56
CP047909.1	258	47	47
CP047910.1	258	11	11
CP047911.1	258	28	28
CP047912.1	258	14	14
CP047913.1	258	21	21
CP047914.1	258	125	125
CP047915.1	258	3533	3533
CP047902.1	259	75	75
CP047903.1	259	112	112
CP047904.1	259	65	65
CP047905.1	259	30	30
CP047906.1	259	38	38
CP047907.1	259	47	47
CP047908.1	259	56	56
CP047909.1	259	62	62
CP047910.1	259	14	14
CP047911.1	259	29	29
CP047912.1	259	18	18
CP047913.1	259	34	34
CP047914.1	259	86	86
CP047915.1	259	3681	3681
CP047902.1	26	439	439
CP047903.1	26	145	145
CP047904.1	26	246	246
CP047905.1	26	581	581
CP047906.1	26	273	273
CP047907.1	26	291	291
CP047908.1	26	434	434
CP047909.1	26	269	269
CP047910.1	26	342	342
CP047911.1	26	344	344
CP047912.1	26	339	339
CP047913.1	26	97	97
CP047914.1	26	236	236
CP047915.1	26	339	339
CP047902.1	260	65	65
CP047903.1	260	85	85
CP047904.1	260	68	68
CP047905.1	260	42	42
CP047906.1	260	56	56
CP047907.1	260	35	35
CP047908.1	260	60	60
CP047909.1	260	52	52
CP047910.1	260	8	8
CP047911.1	260	34	34
CP047912.1	260	26	26
CP047913.1	260	29	29
CP047914.1	260	104	104
CP047915.1	260	3771	3771
CP047902.1	261	70	70
CP047903.1	261	81	81
CP047904.1	261	75	75
CP047905.1	261	38	38
CP047906.1	261	43	43
CP047907.1	261	38	38
CP047908.1	261	76	76
CP047909.1	261	51	51
CP047910.1	261	16	16
CP047911.1	261	33	33
CP047912.1	261	24	24
CP047913.1	261	32	32
CP047914.1	261	78	78
CP047915.1	261	3872	3872
CP047902.1	262	75	75
CP047903.1	262	72	72
CP047904.1	262	54	54
CP047905.1	262	37	37
CP047906.1	262	39	39
CP047907.1	262	36	36
CP047908.1	262	71	71
CP047909.1	262	51	51
CP047910.1	262	10	10
CP047911.1	262	25	25
CP047912.1	262	23	23
CP047913.1	262	29	29
CP047914.1	262	80	80
CP047915.1	262	3963	3963
CP047902.1	263	69	69
CP047903.1	263	68	68
CP047904.1	263	77	77
CP047905.1	263	41	41
CP047906.1	263	50	50
CP047907.1	263	36	36
CP047908.1	263	85	85
CP047909.1	263	37	37
CP047910.1	263	17	17
CP047911.1	263	26	26
CP047912.1	263	23	23
CP047913.1	263	31	31
CP047914.1	263	77	77
CP047915.1	263	4044	4044
CP047902.1	264	67	67
CP047903.1	264	56	56
CP047904.1	264	69	69
CP047905.1	264	45	45
CP047906.1	264	57	57
CP047907.1	264	37	37
CP047908.1	264	88	88
CP047909.1	264	33	33
CP047910.1	264	8	8
CP047911.1	264	35	35
CP047912.1	264	31	31
CP047913.1	264	29	29
CP047914.1	264	79	79
CP047915.1	264	4130	4130
CP047902.1	265	62	62
CP047903.1	265	63	63
CP047904.1	265	65	65
CP047905.1	265	37	37
CP047906.1	265	65	65
CP047907.1	265	29	29
CP047908.1	265	90	90
CP047909.1	265	28	28
CP047910.1	265	10	10
CP047911.1	265	32	32
CP047912.1	265	36	36
CP047913.1	265	23	23
CP047914.1	265	89	89
CP047915.1	265	4286	4286
CP047902.1	266	65	65
CP047903.1	266	76	76
CP047904.1	266	62	62
CP047905.1	266	45	45
CP047906.1	266	54	54
CP047907.1	266	34	34
CP047908.1	266	98	98
CP047909.1	266	45	45
CP047910.1	266	16	16
CP047911.1	266	34	34
CP047912.1	266	29	29
CP047913.1	266	30	30
CP047914.1	266	106	106
CP047915.1	266	4242	4242
CP047902.1	267	63	63
CP047903.1	267	67	67
CP047904.1	267	51	51
CP047905.1	267	41	41
CP047906.1	267	48	48
CP047907.1	267	33	33
CP047908.1	267	75	75
CP047909.1	267	38	38
CP047910.1	267	8	8
CP047911.1	267	33	33
CP047912.1	267	25	25
CP047913.1	267	29	29
CP047914.1	267	121	121
CP047915.1	267	4256	4256
CP047902.1	268	70	70
CP047903.1	268	78	78
CP047904.1	268	74	74
CP047905.1	268	46	46
CP047906.1	268	59	59
CP047907.1	268	30	30
CP047908.1	268	79	79
CP047909.1	268	36	36
CP047910.1	268	13	13
CP047911.1	268	35	35
CP047912.1	268	21	21
CP047913.1	268	30	30
CP047914.1	268	120	120
CP047915.1	268	4209	4209
CP047902.1	269	51	51
CP047903.1	269	79	79
CP047904.1	269	54	54
CP047905.1	269	38	38
CP047906.1	269	56	56
CP047907.1	269	22	22
CP047908.1	269	86	86
CP047909.1	269	39	39
CP047910.1	269	7	7
CP047911.1	269	26	26
CP047912.1	269	23	23
CP047913.1	269	27	27
CP047914.1	269	124	124
CP047915.1	269	4243	4243
CP047902.1	27	317	317
CP047903.1	27	120	120
CP047904.1	27	303	303
CP047905.1	27	561	561
CP047906.1	27	211	211
CP047907.1	27	242	242
CP047908.1	27	512	512
CP047909.1	27	294	294
CP047910.1	27	414	414
CP047911.1	27	191	191
CP047912.1	27	449	449
CP047913.1	27	59	59
CP047914.1	27	271	271
CP047915.1	27	323	323
CP047902.1	270	57	57
CP047903.1	270	67	67
CP047904.1	270	62	62
CP047905.1	270	40	40
CP047906.1	270	50	50
CP047907.1	270	24	24
CP047908.1	270	57	57
CP047909.1	270	35	35
CP047910.1	270	3	3
CP047911.1	270	23	23
CP047912.1	270	23	23
CP047913.1	270	29	29
CP047914.1	270	119	119
CP047915.1	270	4306	4306
CP047902.1	271	49	49
CP047903.1	271	78	78
CP047904.1	271	73	73
CP047905.1	271	26	26
CP047906.1	271	51	51
CP047907.1	271	25	25
CP047908.1	271	65	65
CP047909.1	271	29	29
CP047910.1	271	3	3
CP047911.1	271	39	39
CP047912.1	271	31	31
CP047913.1	271	28	28
CP047914.1	271	152	152
CP047915.1	271	4225	4225
CP047902.1	272	55	55
CP047903.1	272	83	83
CP047904.1	272	57	57
CP047905.1	272	25	25
CP047906.1	272	42	42
CP047907.1	272	28	28
CP047908.1	272	64	64
CP047909.1	272	30	30
CP047910.1	272	15	15
CP047911.1	272	15	15
CP047912.1	272	25	25
CP047913.1	272	17	17
CP047914.1	272	94	94
CP047915.1	272	4127	4127
CP047902.1	273	47	47
CP047903.1	273	63	63
CP047904.1	273	79	79
CP047905.1	273	19	19
CP047906.1	273	34	34
CP047907.1	273	39	39
CP047908.1	273	76	76
CP047909.1	273	27	27
CP047910.1	273	8	8
CP047911.1	273	16	16
CP047912.1	273	20	20
CP047913.1	273	18	18
CP047914.1	273	139	139
CP047915.1	273	4249	4249
CP047902.1	274	39	39
CP047903.1	274	60	60
CP047904.1	274	78	78
CP047905.1	274	28	28
CP047906.1	274	25	25
CP047907.1	274	28	28
CP047908.1	274	50	50
CP047909.1	274	31	31
CP047910.1	274	4	4
CP047911.1	274	25	25
CP047912.1	274	17	17
CP047913.1	274	20	20
CP047914.1	274	128	128
CP047915.1	274	4157	4157
CP047902.1	275	27	27
CP047903.1	275	76	76
CP047904.1	275	89	89
CP047905.1	275	32	32
CP047906.1	275	44	44
CP047907.1	275	38	38
CP047908.1	275	64	64
CP047909.1	275	23	23
CP047910.1	275	1	1
CP047911.1	275	28	28
CP047912.1	275	23	23
CP047913.1	275	28	28
CP047914.1	275	129	129
CP047915.1	275	4285	4285
CP047902.1	276	41	41
CP047903.1	276	88	88
CP047904.1	276	77	77
CP047905.1	276	20	20
CP047906.1	276	46	46
CP047907.1	276	37	37
CP047908.1	276	55	55
CP047909.1	276	33	33
CP047910.1	276	8	8
CP047911.1	276	15	15
CP047912.1	276	25	25
CP047913.1	276	28	28
CP047914.1	276	144	144
CP047915.1	276	4249	4249
CP047902.1	277	46	46
CP047903.1	277	70	70
CP047904.1	277	65	65
CP047905.1	277	21	21
CP047906.1	277	39	39
CP047907.1	277	35	35
CP047908.1	277	66	66
CP047909.1	277	22	22
CP047910.1	277	9	9
CP047911.1	277	21	21
CP047912.1	277	16	16
CP047913.1	277	21	21
CP047914.1	277	129	129
CP047915.1	277	4314	4314
CP047902.1	278	50	50
CP047903.1	278	72	72
CP047904.1	278	69	69
CP047905.1	278	26	26
CP047906.1	278	47	47
CP047907.1	278	28	28
CP047908.1	278	72	72
CP047909.1	278	31	31
CP047910.1	278	4	4
CP047911.1	278	20	20
CP047912.1	278	26	26
CP047913.1	278	22	22
CP047914.1	278	155	155
CP047915.1	278	4186	4186
CP047902.1	279	51	51
CP047903.1	279	74	74
CP047904.1	279	77	77
CP047905.1	279	28	28
CP047906.1	279	37	37
CP047907.1	279	21	21
CP047908.1	279	66	66
CP047909.1	279	37	37
CP047910.1	279	4	4
CP047911.1	279	17	17
CP047912.1	279	13	13
CP047913.1	279	27	27
CP047914.1	279	142	142
CP047915.1	279	4286	4286
CP047902.1	28	260	260
CP047903.1	28	111	111
CP047904.1	28	372	372
CP047905.1	28	577	577
CP047906.1	28	217	217
CP047907.1	28	322	322
CP047908.1	28	431	431
CP047909.1	28	317	317
CP047910.1	28	456	456
CP047911.1	28	250	250
CP047912.1	28	392	392
CP047913.1	28	85	85
CP047914.1	28	257	257
CP047915.1	28	328	328
CP047902.1	280	55	55
CP047903.1	280	73	73
CP047904.1	280	76	76
CP047905.1	280	19	19
CP047906.1	280	38	38
CP047907.1	280	27	27
CP047908.1	280	84	84
CP047909.1	280	32	32
CP047910.1	280	4	4
CP047911.1	280	12	12
CP047912.1	280	25	25
CP047913.1	280	26	26
CP047914.1	280	122	122
CP047915.1	280	4179	4179
CP047902.1	281	48	48
CP047903.1	281	62	62
CP047904.1	281	83	83
CP047905.1	281	26	26
CP047906.1	281	57	57
CP047907.1	281	34	34
CP047908.1	281	103	103
CP047909.1	281	51	51
CP047910.1	281	7	7
CP047911.1	281	27	27
CP047912.1	281	22	22
CP047913.1	281	27	27
CP047914.1	281	152	152
CP047915.1	281	3891	3891
CP047902.1	282	36	36
CP047903.1	282	82	82
CP047904.1	282	75	75
CP047905.1	282	21	21
CP047906.1	282	42	42
CP047907.1	282	31	31
CP047908.1	282	87	87
CP047909.1	282	42	42
CP047910.1	282	4	4
CP047911.1	282	30	30
CP047912.1	282	15	15
CP047913.1	282	34	34
CP047914.1	282	122	122
CP047915.1	282	4000	4000
CP047902.1	283	39	39
CP047903.1	283	82	82
CP047904.1	283	82	82
CP047905.1	283	25	25
CP047906.1	283	46	46
CP047907.1	283	30	30
CP047908.1	283	78	78
CP047909.1	283	38	38
CP047911.1	283	18	18
CP047912.1	283	17	17
CP047913.1	283	35	35
CP047914.1	283	130	130
CP047915.1	283	3979	3979
CP047902.1	284	46	46
CP047903.1	284	82	82
CP047904.1	284	80	80
CP047905.1	284	41	41
CP047906.1	284	44	44
CP047907.1	284	25	25
CP047908.1	284	89	89
CP047909.1	284	33	33
CP047910.1	284	3	3
CP047911.1	284	24	24
CP047912.1	284	16	16
CP047913.1	284	48	48
CP047914.1	284	145	145
CP047915.1	284	3956	3956
CP047902.1	285	39	39
CP047903.1	285	90	90
CP047904.1	285	96	96
CP047905.1	285	30	30
CP047906.1	285	52	52
CP047907.1	285	37	37
CP047908.1	285	91	91
CP047909.1	285	45	45
CP047910.1	285	2	2
CP047911.1	285	20	20
CP047912.1	285	15	15
CP047913.1	285	31	31
CP047914.1	285	126	126
CP047915.1	285	3909	3909
CP047902.1	286	40	40
CP047903.1	286	79	79
CP047904.1	286	96	96
CP047905.1	286	24	24
CP047906.1	286	46	46
CP047907.1	286	26	26
CP047908.1	286	83	83
CP047909.1	286	34	34
CP047910.1	286	5	5
CP047911.1	286	13	13
CP047912.1	286	16	16
CP047913.1	286	35	35
CP047914.1	286	134	134
CP047915.1	286	3792	3792
CP047902.1	287	29	29
CP047903.1	287	98	98
CP047904.1	287	92	92
CP047905.1	287	27	27
CP047906.1	287	43	43
CP047907.1	287	30	30
CP047908.1	287	87	87
CP047909.1	287	27	27
CP047910.1	287	5	5
CP047911.1	287	3	3
CP047912.1	287	20	20
CP047913.1	287	44	44
CP047914.1	287	142	142
CP047915.1	287	3651	3651
CP047902.1	288	33	33
CP047903.1	288	93	93
CP047904.1	288	101	101
CP047905.1	288	19	19
CP047906.1	288	47	47
CP047907.1	288	32	32
CP047908.1	288	71	71
CP047909.1	288	23	23
CP047910.1	288	2	2
CP047911.1	288	5	5
CP047912.1	288	17	17
CP047913.1	288	42	42
CP047914.1	288	139	139
CP047915.1	288	3619	3619
CP047902.1	289	28	28
CP047903.1	289	72	72
CP047904.1	289	78	78
CP047905.1	289	23	23
CP047906.1	289	40	40
CP047907.1	289	29	29
CP047908.1	289	78	78
CP047909.1	289	26	26
CP047910.1	289	6	6
CP047911.1	289	4	4
CP047912.1	289	20	20
CP047913.1	289	34	34
CP047914.1	289	146	146
CP047915.1	289	3549	3549
CP047902.1	29	245	245
CP047903.1	29	101	101
CP047904.1	29	324	324
CP047905.1	29	580	580
CP047906.1	29	195	195
CP047907.1	29	323	323
CP047908.1	29	441	441
CP047909.1	29	446	446
CP047910.1	29	506	506
CP047911.1	29	242	242
CP047912.1	29	452	452
CP047913.1	29	109	109
CP047914.1	29	294	294
CP047915.1	29	312	312
CP047902.1	290	25	25
CP047903.1	290	71	71
CP047904.1	290	94	94
CP047905.1	290	26	26
CP047906.1	290	39	39
CP047907.1	290	34	34
CP047908.1	290	68	68
CP047909.1	290	33	33
CP047910.1	290	4	4
CP047911.1	290	7	7
CP047912.1	290	18	18
CP047913.1	290	28	28
CP047914.1	290	154	154
CP047915.1	290	3495	3495
CP047902.1	291	30	30
CP047903.1	291	57	57
CP047904.1	291	59	59
CP047905.1	291	21	21
CP047906.1	291	45	45
CP047907.1	291	35	35
CP047908.1	291	77	77
CP047909.1	291	18	18
CP047910.1	291	10	10
CP047911.1	291	3	3
CP047912.1	291	27	27
CP047913.1	291	36	36
CP047914.1	291	173	173
CP047915.1	291	3229	3229
CP047902.1	292	12	12
CP047903.1	292	86	86
CP047904.1	292	74	74
CP047905.1	292	23	23
CP047906.1	292	57	57
CP047907.1	292	46	46
CP047908.1	292	70	70
CP047909.1	292	17	17
CP047910.1	292	3	3
CP047911.1	292	6	6
CP047912.1	292	19	19
CP047913.1	292	37	37
CP047914.1	292	178	178
CP047915.1	292	3215	3215
CP047902.1	293	20	20
CP047903.1	293	78	78
CP047904.1	293	63	63
CP047905.1	293	22	22
CP047906.1	293	54	54
CP047907.1	293	43	43
CP047908.1	293	46	46
CP047909.1	293	16	16
CP047910.1	293	5	5
CP047911.1	293	8	8
CP047912.1	293	26	26
CP047913.1	293	33	33
CP047914.1	293	150	150
CP047915.1	293	3284	3284
CP047902.1	294	17	17
CP047903.1	294	73	73
CP047904.1	294	60	60
CP047905.1	294	29	29
CP047906.1	294	46	46
CP047907.1	294	44	44
CP047908.1	294	49	49
CP047909.1	294	12	12
CP047910.1	294	6	6
CP047911.1	294	2	2
CP047912.1	294	19	19
